park_name,author_name,rating,text,time
Fitler Square,Anwar Md Hossain,5,"Fitler Square, a charming neighborhood park in Philadelphia, is a half-acre haven of tranquility and natural beauty. Bounded by 23rd Street on the east, 24th Street on the west, Panama Street on the north, and Pine Street on the south, it’s a picturesque spot that offers a respite from the urban hustle. Named after the late 19th-century Philadelphia mayor Edwin Henry Fitler, the square is a testament to the city’s dedication to public spaces. With its well-maintained paths, seasonal flower beds, and a central fountain, Fitler Square is not just a park but a community gathering place that reflects the historic character of its surrounding neighborhood.",2024-03-17 01:30:43
Fitler Square,Tomas Ramirez,5,"Relaxing place to sit, people-watch, or just walk through while you're in this beautiful part of Philadelphia.",2021-04-04 06:16:37
Fitler Square,Jarryd Beard,5,Beautiful neighborhood park.,2023-10-27 22:41:46
Fitler Square,speros versis,4,"This is a lovely park! However, NOT AT ALL DOG FRIENDLY!!! Many signs directing people to keep dogs ""off the grass for the health and safety of children.""
Should you ignore the signs, one of the many parents playing with their kids will tell you to ""take your dog to the dog park a few blocks away.""
I've lived in the neighborhood for 14 years, with my dog(s), don't bother doing anything with your dog but sitting quietly on a bench or strolling through, no one minds either of those.
Again, lovely place, just not for your dog to romp.",2018-11-03 15:24:51
Fitler Square,S S,1,"Definitely for locals only, beware if you live even 1 block below South St. The square patrons, a smattering of the city's most superficial bourgeoisie will let you know you definitely do NOT belong.",2022-09-07 15:07:22
Northeast Lions Park,Lua,5,"The park is wonderful ! It offers seclusion, a large playground area, cleanliness, and makes for a perfect spot to take the kids and enjoy a picnic. However, the bathrooms could use some cleaning and upgrading. It tends to get quite crowded during the summer due to people playing disc golf and fishing in the area.",2024-02-02 23:20:52
Northeast Lions Park,Misty Dorrough,5,This was another beautiful park in Oklahoma. It’s great for any outdoor activities you may like,2024-03-08 00:00:38
Northeast Lions Park,jewels white,5,My whole family comes here and fish... we make a full day under a shade tree..I bring a large blanket and we have a picnic and take breaks from fishing... we love it!!! Parents neices myself... and we catch and release so others can enjoy fishing as well.,2023-07-22 04:04:17
Northeast Lions Park,Reuben Reyes,5,Super nice & many things to at this park. This park is big and has a lake as part of it’s beauty. Covered and shaded areas for relaxing. Pick nick tables and benches can be found through out the park. A playground for the kids is next to the lake. I saw several people fishing and one section has peer that extends into the lake. A well maintained disk golf is also part of of the park. It also has wooded areas where a creek runs through. Park is well kept and has a multitude of things to do and enjoy. ❤️,2020-07-07 17:52:55
Northeast Lions Park,Chauncey Love,5,By far my favorite disc golf course to play at! Always clean and well maintained. The only complaint would be all the silkworms hanging from the trees and the mosquitoes at some of the holes.,2021-06-29 23:46:41
Julian Abele Park,Barb Hauck-Mah (barbhmphilly),4,"We revisited this little park and were shocked to see the historic mural was gone, replaced by residential housing. The park does not allow dogs. There's a grassy area, a few plantings and a little free library box. We spotted a bench to sit and relax. This is a walk-to neighborhood park. Street parking available nearby is scarce.",2021-06-05 01:20:21
Julian Abele Park,Jason Treadway,5,A lovely little Park to enjoy lunch on a nice summer day. Or a nice place to sit on the bench and hold a conversation amongst friends,2017-08-31 01:59:34
Julian Abele Park,Megan Wilcox,5,"Update:  it's randomly used!  I saw someone teaching children a class out here recently, it was fun to watch and I'm glad the parents have plenty of benches to sit on.

I walk by here frequently, but hardly ever see anyone using this park.  They have some nice benches, good plants and a great grassy area.  No dogs are allowed at all which is a shame and probably why it's never used.",2021-10-13 17:46:22
Julian Abele Park,William Cromwell,4,"Sometimes it is simply nice to have a quiet favoured little place to retreat for some personal reflective time and this little park certainly ""meets the mark"". Nice to stroll in with a little snack, a book or just to sit and chill out, particularly on a warm summers day. Appreciated especially by those who favour a ""pet free"" environment, which in turn leads to an increased hygiene level. A perfect setting perhaps for older citizens in particular to gather and enjoy long hours of conversation about ""the good old days"" !",2021-10-19 18:32:05
Julian Abele Park,Megan Fox,5,A nice park in South Center City! Enjoy the events they have like live music in the summer.,2023-08-05 05:02:57
Ralph Brooks Park,Lindsay D,5,"I used to drop by this place years ago, while walking my dog. It's a great experience to view the mural arts and community garden (if still there?) The basketball court used to be junk, now it was renovated and looks great. Small, but very community driven.

Also a very small kids play area with a few pieces of nicely designed , but requires a bit of skill-type of equipment to explore in the back, behind the basketball court...

My photos are mostly dated. But it's still nice to remember that things were there, and after gentrification took over the area.

I'm NOT SAYING anything about that topic btw, one way or the other. Simply a fellow neighbor who likes to enjoy reminiscing.",2022-01-28 23:50:57
Ralph Brooks Park,William Cromwell,4,"It is not all about the basketball, although this park has good facilities for the sport. It is also about neighborhood focus, a place for folks to gather, socialise, enthuse and analyse every play, pitch and point scoring lob. Basketball played with skill is a thing of beauty, mazy dribbles, quick fire passing and those glorious angular shots resulting in that great ""kerplunk"" sound as the ball find its target. How poignant it is to see a ""Stop the Violence"" mural nearby emphasizing the need for young people to orientate towards places like this instead of the streets.",2021-09-25 08:39:09
Ralph Brooks Park,Anonymous Person,5,SHOUT OUT TO SOUTH PHILLY TODAY ! RALPH BROOKS BASKETBALL LEAGUE. ITS A GOOD LOOK. I SEE YOU HOT ROD. IF A BLIND MAN CAME TO A GAME AND HOT ROD WAS PLAYING HE WOULD KNOW BECAUSE OF HIS SPECIAL SET OF SKILLS IN BALL HANDLING. HIS DRIBBLE IS DISTINCTIVE AND BUILT FOR HIM. NO ONE CAN TOUCH HIM. BEST HANDLE IN PHILLY.,2021-08-21 16:29:24
Ralph Brooks Park,Devin Savage,4,I maintain rain garden nice park,2019-03-29 20:28:36
Ralph Brooks Park,Leona Lenon,3,Basketball court nice play area tiny,2023-06-01 00:36:03
Diamond Park,Eva Bey,5,"Actually, our first time I'm here with my child. She's a formal rescue of 5 years. Thus far she has had 2 birthday parties.",2019-10-11 14:11:32
Diamond Park,Steve Jackson,4,"It's pretty nice. Kinda small, but it's good for like couple outings or just for chilling. It can sometimes have trash, but it seems like it's usually clean or cleaned.",2019-11-05 11:56:37
Diamond Park,Lauren Smith,1,Filled with drugs and drug users and drug dealers and it's a shame because they habe such nice playground equipment for the kids!! I wouldn't bring my baby there just because of the drugs and dirty needles on the ground!!,2018-09-19 20:32:19
Diamond Park,Emerald Johnson,1,The manager is a b**** she doesn't care for anyone but herself she f***** the owners to get where she's at,2017-09-18 21:15:16
